"raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
1322832920,896306,4,588,146,-35.6,130,19,-0.03,0.19,0.34,52,34,-176,179,583,-370,-81.8,-59.9,45.1,30,0.83,-0.59,0.74,142,-128,-226,703,-96,-242,68.74743568,-24.36516808,-82.45365049,19,0.03,0.51,0.05,-46,121,-140,-491,370,44,0,0,0,43,0.96,1.19,0.62,-386,170,23,-631,18,476,"E"
1323095078,88308,14,629,143,17.8,20.6,23,-0.19,-0.14,-1,-41,51,-215,22,494,-499,111,29,80.5,20,-4.53,1.43,-0.89,23,60,187,72,259,617,5.229466941,10.47330393,145.3647409,10,0,-0.58,0,10,5,95,563,-466,-48,170,19.6,-114,29,1.08,-3.76,-1.82,37,-129,-253,-140,-653,-154,"E"
1322489666,278656,16,262,1.38,2.79,-89,3,-0.03,0.02,-0.05,-7,6,24,39,561,-439,117,-30.8,-43.5,30,-3.48,0.83,0.03,99,57,-269,522,-212,-393,-89.05793359,-66.29826238,-12.99380445,3,-0.02,-0.18,-0.16,-19,-24,-4,-477,125,310,-179,21,26,35,-0.53,-3.34,-0.71,119,295,127,113,374,-336,"C"
1322489684,466704,16,277,1.07,1.98,-87.4,2,0.03,-0.02,-0.05,-5,2,22,48,570,-422,75.3,4.84,114,33,1.81,-0.26,-0.07,-251,177,-92,-360,302,552,62.09575195,11.21221197,-93.66687474,5,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,1.1,116,38,0.13,-0.85,0.03,-80,286,222,-766,1150,-507,"C"
1323084341,864351,11,33,8.7,3.15,-91.1,2,0.11,-0.05,0.02,-9,-3,-15,14,537,-436,130,-58.6,-49.2,27,-3.85,1.19,-0.52,66,2,-256,643,-299,-270,73.09067072,-56.94524373,53.92541958,4,-0.64,1.72,0.41,-21,26,20,-512,349,-20,-148,14.3,-66,32,0.47,2.49,0.28,30,-187,-251,203,-658,-96,"E"
1322489607,390762,15,819,1.22,5.59,-87.6,3,0,0,-0.02,-12,4,31,68,580,-402,59.9,26.3,52.8,14,0.72,0.13,0.11,-63,118,-16,147,144,649,13.21587581,-56.76350351,98.41720993,39,0.02,-0.02,0.02,-204,50,316,-427,228,331,-133,-66,70.8,36,-0.13,-0.22,0.33,-56,279,214,-420,924,-296,"A"
1322837813,400351,5,656,113,30,-12,18,0.1,0.13,-0.18,-30,65,-158,27,601,-334,157,-53.4,92.5,32,0.27,-0.5,0.79,-299,-44,-80,-422,292,506,-75.54493299,-29.82368611,72.88695274,5,-0.16,0.1,0.56,-15,-35,34,-550,297,-112,0.86,-0.77,-82.5,1,-0.06,0.06,-0.07,1,-2,-5,68,602,442,"A"
1322673125,402635,20,784,0.82,5.4,-87.3,5,0.02,0,0,-19,-4,42,59,630,-315,0,0,0,13,0.11,-0.18,-0.08,47,113,-16,548,65,419,52.54537368,-47.90483518,-82.13600558,30,0.45,-0.14,-0.23,-136,148,-216,-479,356,90,173,43.8,-167,30,-0.03,2.02,0.87,-213,-54,-193,-549,-151,386,"D"
1322489648,842668,16,809,1.05,2.97,-88.4,3,0.06,0,0.03,-5,4,27,38,569,-433,134,-10.5,-97.5,60,-0.26,0.05,0.49,-42,23,-585,-146,-56,-542,-127.4378864,-7.090302751,28.73110648,3,0.58,-0.26,-0.02,-2,-27,8,-487,178,285,173,20.6,-4.55,30,-0.67,-3.81,-0.44,190,186,136,361,-96,-194,"B"
1322832837,28301,2,521,127,-43.5,165,17,0.13,0.11,-0.1,53,42,-157,172,610,-312,-2.08,31.6,-30.4,12,2.87,-1.32,1.38,-83,-29,71,417,179,493,85.68391461,-26.22776655,-64.51411765,18,0.13,-0.05,-0.26,-47,137,-109,-483,356,115,0,0,0,28,1.03,0.59,0.59,-271,-48,10,-86,-577,134,"B"
1322832815,44374,2,214,121,-43.9,173,17,0.1,0.11,-0.18,48,44,-156,165,607,-302,9.26,26.6,-60.1,13,-2.68,0.29,0.9,-104,-66,45,433,111,510,59.37110397,-22.15892885,-92.59650605,20,0.18,0.13,-0.1,-44,112,-160,-522,353,-45,0,0,0,43,1.27,-1.24,-0.59,-268,323,-8,-702,465,675,"A"
1322832831,496393,2,516,125,-44.7,169,18,0.1,0.11,-0.15,44,50,-163,175,598,-321,46.2,15.8,14.8,14,2.34,-1.38,0.72,-111,17,74,360,263,479,45.90775479,-29.76162351,-101.0586739,16,-0.08,0.29,0.59,-45,68,-130,-581,221,46,0,0,0,43,0.95,0.77,0.54,-389,162,44,-633,28,538,"B"
1322832866,64359,3,544,126,-41.2,164,18,0.05,0.11,-0.18,47,46,-162,164,599,-315,28.1,70.4,-40,33,0.45,-0.35,0.71,-304,-31,-92,-439,456,351,43.1595985,-39.13214383,-96.90324565,17,0.19,-0.03,0.07,-62,68,-134,-553,236,92,0,0,0,46,1.8,-3.26,-0.54,-268,360,-41,-704,348,666,"C"
1323095008,764296,13,836,120,27.1,-9.03,19,-0.22,-0.05,-0.39,-39,68,-171,-21,588,-365,115,-18.3,130,3,0.37,-0.03,-0.87,11,2,30,-473,375,372,-120.987815,-16.6441804,31.71475729,10,0.61,-1.41,-0.43,-17,-96,32,386,-632,-206,123,-6.59,103,40,0.67,-1.72,-0.34,79,364,-130,-311,793,724,"B"
1322673141,966673,20,496,0.48,5.18,-88.9,5,0.02,0.02,0,-17,4,43,38,637,-294,0,0,0,14,0.14,-0.06,-0.08,19,134,21,437,156,511,58.76995829,-50.60271841,-74.29946688,29,0.34,0.16,-0.38,-139,159,-194,-504,329,94,148,30.6,126,33,0.11,0,0.02,-112,243,-181,-600,617,669,"D"
1322837962,616276,8,173,130,5.65,40.7,18,0.26,0.11,-0.13,-28,65,-162,102,587,-358,-57.7,14.7,-101,29,1.73,-0.83,0.8,-273,-67,33,-261,205,623,-89.22706925,-57.63285996,-31.66654847,7,0.16,0.53,-0.16,-35,-50,-20,-436,436,34,30.7,51.5,-48.8,17,-0.88,2.01,-0.15,-129,102,17,-370,750,558,"E"
1323084329,896373,11,848,1.12,6.6,-93.1,3,0.13,0.02,0,-19,4,26,0,606,-309,55.7,-39.2,37.3,9,-2.63,0.63,-0.11,29,72,-43,699,-76,274,70.38780601,-3.807855088,86.54498658,3,0.05,0.18,-0.03,-1,17,20,-524,329,-9,138,37.8,112,43,0.02,0.22,0.15,-190,340,-153,-593,611,588,"D"
1322837896,152291,7,727,120,14.3,2.76,18,0.14,0.08,-0.18,-20,60,-162,27,599,-324,-29.8,-2.16,-50,9,-1.61,0.58,0.3,-72,-42,18,441,177,478,-104.1379885,-51.80908312,9.920713764,7,0.03,0.34,-0.02,-35,-61,7,-455,416,-26,40.6,21.3,-41.6,15,-0.58,1.3,-0.13,-100,107,7,-173,739,522,"C"
1322673102,90642,19,462,0.78,5.24,-87.8,5,-0.03,0,-0.03,-20,-1,44,50,631,-306,0,0,0,33,-0.83,0.27,-0.13,-258,175,-92,-338,413,467,51.19194025,-56.18564812,-76.16034019,29,0.19,0.34,0.15,-149,137,-193,-533,291,85,155,33.5,168,24,-0.29,-1.06,-0.69,-106,14,-213,-674,272,542,"C"
1323084339,692319,11,847,7.26,4.79,-91.5,1,-0.14,0.08,0.41,-11,7,-3,15,563,-395,60.1,5.16,78,24,1.59,-0.55,0.44,-197,137,-2,-28,278,600,-152.0331583,-3.567638645,3.567638645,3,-0.26,0.37,0.25,-1,-28,1,-602,177,-17,-142,19,-77,25,-0.05,-3.84,-0.8,-23,-111,-219,126,-621,1,"E"
1322837951,116355,8,163,128,6.76,57.9,17,0.06,0.11,-0.62,-13,48,-154,41,625,-273,-78.2,-23.3,43.9,41,0.61,-0.63,0.85,127,-200,-323,532,-208,-378,77.55936135,-14.04897018,-77.55936135,1,0.22,-0.03,-0.33,-2,10,-10,-272,556,-3,-65.4,18.1,-165,43,0.24,-2.02,-0.1,-395,-143,-31,-576,-141,190,"E"
1322832894,616296,3,567,125,-41.7,165,18,0.11,0.11,-0.16,47,45,-160,161,599,-308,-13.5,42.2,-94.3,31,0.34,-0.51,0.72,-293,-41,-75,-387,365,485,43.52032516,-32.33276682,-101.4656945,17,0.02,0.35,-0.02,-52,69,-139,-559,248,66,0,0,0,51,0.85,2.55,0.79,7,499,4,-316,824,698,"D"
1322832929,696317,4,596,152,-33.9,131,24,0.37,0.05,-0.36,66,54,-214,172,521,-458,-85.7,-61.2,46.4,30,3.26,-1.83,0.66,86,-112,-255,639,-22,-338,116.3090247,19.80127592,-35.14529377,25,-0.22,0.72,0.18,48,224,-84,-98,588,121,0,0,0,40,0.69,1.45,0.79,-21,391,-11,-154,792,696,"E"
1322832774,80675,1,176,126,-43.1,177,19,0.05,0.11,-0.18,45,44,-173,197,576,-371,-134,58.8,69.1,24,0.27,-0.29,0.67,-231,-52,16,-187,219,642,49.20448874,-26.062929,-100.2569654,19,0.21,0.03,-0.18,-48,88,-157,-574,253,40,0,0,0,15,2.81,0.82,-0.08,98,97,46,641,-247,-33,"A"
1322837880,928314,7,713,117,15.5,-3.17,18,0.18,0.1,-0.2,-21,61,-159,16,603,-316,-34.6,-3.44,-52.2,12,-2.67,0.79,0.75,-111,-26,38,432,215,481,88.20582268,7.024399292,68.37134582,1,0.02,-0.02,0.07,1,11,9,-347,516,-36,-56.5,-0.47,136,51,-0.79,1.98,0.33,-380,-318,-28,-272,-534,-30,"B"
1322489617,730819,15,222,1.12,4.76,-87.8,3,-0.03,0.02,0.05,-13,6,29,57,573,-423,71.5,43.1,84.8,29,0,0,0,-218,152,-111,-328,232,607,-129.5153528,-19.36583004,19.36583004,1,-0.06,0.08,0.05,-1,-5,1,-399,318,278,-121,9.86,13.3,22,-0.93,2.36,0.74,155,-35,152,484,-691,57,"A"
1323094973,952316,12,50,126,27.6,0.43,20,-0.4,-0.02,-0.43,-47,70,-178,8,583,-387,-40.2,-74,-88.3,28,-2.38,0.53,0.11,250,12,123,455,198,471,-32.2,12.9,122.2,10,0.48,-0.08,-0.25,13,-32,95,485,-561,-21,84.7,3.13,106,37,0.18,-0.4,0.3,176,249,-190,-163,747,628,"A"
1323084235,348327,9,15,1.06,7.45,-94.1,3,0.02,0,-0.03,-20,3,22,4,603,-312,-131,17.7,-162,34,-0.02,-0.02,-0.02,-290,111,-123,-371,340,510,12.57798757,-70.69850444,-84.79157034,37,0,-0.02,0,-233,45,-269,-563,289,-65,23.7,-63.3,-147,36,-0.02,-0.02,-0.05,190,206,-212,-15,655,463,"A"
1322489650,186624,16,248,1.7,2.87,-88.4,2,-0.05,0,0.02,-4,3,19,35,559,-432,86.6,11.9,113,30,-1.62,0.51,-0.36,-224,183,-72,-377,315,495,32.88462949,101.5742353,42.95231105,24,0.61,-0.83,-0.23,200,76,98,295,374,360,167,11.1,-45.1,22,-0.98,3.26,1.08,135,9,163,341,-676,6,"B"
1322489718,335077,17,307,0.87,2.22,-88,4,0.13,0,0,-6,-2,34,31,577,-418,75,-13.3,50.4,20,0.32,0.05,-0.05,41,178,63,437,122,496,48.90143932,18.68020141,104.1257549,9,-0.31,-0.06,0.08,17,43,79,-376,236,357,-180,19.9,-48.1,24,0.18,-3.24,-0.85,128,-102,165,453,-805,106,"E"
1322489730,168455,17,2,-28.2,59.5,-96.3,10,0.22,-0.08,-0.03,-84,-13,56,164,498,291,118,43.8,90,37,-0.71,-0.98,2.59,-250,169,-193,-426,474,226,39.64412832,0,117.4355044,5,-0.31,0.26,0.07,0,18,43,-469,193,284,-175,-20.4,128,31,-0.06,-0.24,-0.56,-176,151,195,-778,1090,-331,"E"
1323084263,928310,10,345,1.06,7.65,-93.1,3,0.03,0,-0.02,-20,1,27,8,609,-302,76.3,24.9,108,33,0.53,-0.06,-0.25,-289,112,-95,-424,349,492,34.30239404,0,122.7772386,2,0,-0.02,-0.02,0,5,14,-551,308,-24,97.4,-39,126,40,0.29,-0.16,0.38,102,319,-207,-88,690,455,"A"
1322837911,392337,7,757,119,16.1,-1.06,18,0.11,0.11,-0.2,-23,62,-162,25,604,-333,-40.3,26.5,-95.7,29,0.53,-0.53,0.85,-275,-60,-15,-278,285,586,120.6960354,33.32209734,14.06440094,2,0,0.06,-0.08,7,20,3,-429,455,-39,25.9,45,-48.5,20,-0.45,1.83,0.13,-142,129,30,-448,756,644,"D"
1322832823,304297,2,744,122,-43.9,172,18,0.13,0.11,-0.16,49,46,-159,167,610,-313,29.9,-32.2,-26.1,26,0.37,-0.51,0.71,167,-112,-160,743,-72,-156,60.28704323,-24.39153517,-90.67628139,19,0,-0.26,-0.2,-46,108,-150,-531,338,-17,0,0,0,42,1.03,0.39,0.49,-388,123,19,-561,-135,411,"A"
1323084341,720349,11,33,9.6,3.21,-90.7,2,-0.19,0,0.16,-7,15,-17,11,536,-418,66.7,-49.4,33.6,9,-4.08,1.57,-1.33,21,71,-44,730,-144,193,-114.1280747,-42.86237751,-2.597913886,4,-0.75,1.43,0.85,-16,-35,-1,-607,187,-68,-149,9.97,-48.1,52,-0.63,0.5,-0.69,271,-344,-257,392,-635,-247,"E"
1322837919,524270,7,133,118,16.3,-2.46,18,0.11,0.11,-0.18,-18,63,-159,26,592,-329,-44.4,-6.63,-29.3,11,-0.21,-0.34,0.57,54,-75,53,601,46,352,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-58.3,46.3,-135,42,0.42,-1.57,0.02,-403,-65,25,-681,132,434,"D"
1323095078,976316,14,629,132,21.9,21.4,19,0.03,-0.02,-0.3,-42,64,-169,1,584,-363,96.2,-19.3,-46,63,0.59,-0.83,0.77,414,-288,-354,463,-326,-400,-46.21620451,14.12750661,108.4235529,13,0.98,1.35,-1.26,18,-57,113,419,-611,-62,163,8.9,133,53,0.48,5.25,1.38,126,485,-150,-584,634,529,"E"
1322832922,920354,4,590,137,-36.4,133,18,0.19,0.11,-0.25,46,42,-162,170,610,-278,-60.8,-54.4,6.21,18,-2.47,-0.31,0.98,79,-124,-102,763,-60,-42,60.90201245,-29.60587031,-87.34761107,18,0.16,0.05,-0.02,-51,100,-134,-525,321,56,0,0,0,49,0.96,-2.12,0.07,-234,413,-26,-671,517,555,"E"
1322832864,688370,3,542,126,-41.8,165,18,0.11,0.11,-0.15,45,48,-162,163,600,-314,30.2,-27.3,-12.6,4,4.54,-2.91,0.94,-31,-10,-21,665,202,181,44.84871219,-22.86429433,-105.9544774,21,0.24,0.08,0.26,-46,88,-177,-583,258,-6,0,0,0,44,0.83,1.51,1.02,-77,419,22,-341,839,804,"C"
1322673041,414838,18,406,0.38,5.08,-88,5,0.02,0,0,-15,2,44,48,636,-302,0,0,0,37,0.05,-0.1,0.07,-276,154,-174,-408,403,437,58.21670733,-50.2883921,-75.07715446,30,0.35,0.11,-0.39,-142,162,-201,-519,331,51,54.1,-48.1,159,34,-0.05,0.03,-0.21,234,116,-199,124,556,650,"A"
1322837882,868438,7,764,117,14.4,-1.9,17,0.08,0.11,-0.18,-17,61,-159,27,602,-317,-33.2,1.49,-67.9,17,2.09,-1.24,0.75,-163,-1,43,187,284,559,-107.6854958,-38.90178781,28.84430005,8,0.13,0.29,-0.1,-28,-65,21,-479,391,16,-31.9,24.4,-161,34,1.17,-2.83,-0.74,-320,-52,65,-704,311,675,"C"
1323095005,684297,13,77,121,26.1,-5.18,19,-0.43,-0.02,-0.41,-41,70,-171,0,595,-359,161,22.9,-11.6,43,2.15,-1.78,0.69,349,-119,-196,551,-83,-420,-103.8075908,-50.27259564,16.13039192,14,-0.51,0.4,-0.33,-66,-118,22,181,-719,-187,118,48.9,118,31,-0.42,2.49,1.23,-114,258,-120,-701,525,894,"B"
1323095078,924360,14,629,132,23.1,20.3,20,-0.24,0.02,-0.36,-19,65,-183,-12,585,-359,93.7,-20.6,-45.3,62,-1.99,0.79,0.46,389,-250,-387,462,-317,-404,-42.50023607,14.89868228,111.7170307,12,1.04,1.16,-1.21,18,-50,109,470,-579,-55,161,15,152,43,0.11,5.2,1.61,108,387,-122,-685,470,564,"E"
1323095015,592301,13,85,123,26.7,-5.04,20,-0.58,-0.05,-0.49,-42,70,-182,-18,580,-362,122,15.2,93.7,17,-2.57,0.98,0.46,19,72,151,-96,418,514,-70.12460643,-4.88960138,86.71280958,10,0.13,-0.9,1.02,-5,-66,78,447,-598,-85,-161,35.8,-86.2,47,0.24,0.16,0.82,6,-343,-300,5,-645,9,"B"
1322832917,596372,4,585,132,-40.1,146,16,0,0.18,-0.08,43,44,-142,166,626,-260,-15.4,-5.2,-49.3,16,-0.61,-0.32,0.66,-70,-50,127,302,137,576,56.69175857,-26.26752725,-93.16426048,17,0.14,0.02,-0.16,-44,91,-136,-542,279,80,0,0,0,56,1.16,-1.83,0.3,-236,490,-19,-646,598,569,"E"
1322832913,660299,4,605,123,-45.8,173,17,0.18,0.16,-0.08,30,42,-157,156,613,-338,-71.5,-60.9,34.7,28,0.88,-0.66,0.89,156,-124,-192,729,-79,-196,73.63664905,-16.99608493,-80.57472938,21,0.18,0.19,-0.05,-34,135,-145,-461,417,45,0,0,0,42,0.87,1.65,0.51,-365,190,17,-689,169,518,"D"
1322837885,216371,7,718,119,13.7,-1.22,18,0.11,0.11,-0.15,-16,62,-162,30,600,-331,-80.9,-26,45,37,1.56,-1.22,0.84,118,-178,-289,527,-171,-392,-95.52184668,-41.13956676,42.96481688,6,-0.03,0.42,0.05,-24,-49,25,-443,423,13,29.8,-1.56,-56.8,5,0.53,0.64,0.39,12,41,20,12,653,524,"C"
1322673125,110739,20,784,0.88,3.89,-87.5,4,-0.03,0.02,0,-9,4,40,49,631,-312,0,0,0,15,-2.17,0.48,-0.07,-27,73,-126,490,93,472,78.3145949,-43.63914563,-60.51179957,32,0.16,-0.34,-0.21,-133,222,-179,-437,387,120,172,39.3,-171,25,0.35,-3.64,-0.28,-123,14,-211,-568,-92,365,"D"
1322832816,824400,2,215,121,-43.7,172,17,0.14,0.11,-0.18,47,45,-156,172,610,-296,29.9,8.69,-11.6,4,2.25,-1.38,0.54,-25,-9,25,481,199,430,57.42168605,-29.78239774,-90.53976983,16,0.11,0.03,-0.11,-47,87,-126,-542,306,39,0,0,0,48,0.55,2.44,1.21,-175,435,37,-581,745,821,"A"
1323094984,232297,13,841,125,25.4,-2.1,20,-0.39,-0.02,-0.41,-39,69,-177,15,578,-389,108,31.3,3.36,39,-2.73,0.75,0.13,382,-34,3,742,57,23,-13.36237601,22.39104163,130.8865809,9,0.48,-0.02,-0.2,20,-12,87,534,-509,-66,-118,39.4,-105,33,0.32,-1.01,-0.23,-137,-180,-231,-438,-377,127,"A"
1323084319,56282,11,391,1.11,7.3,-93.9,3,-0.06,0.02,0.02,-22,4,19,1,606,-309,98.3,-54.1,12.3,19,1.53,-0.39,0.18,89,26,-165,743,-150,186,-13.14021734,-13.14021734,138.4422827,2,0.06,0.08,-0.11,-2,-2,15,-556,280,-15,-152,41.8,-148,32,-0.29,-2.89,-0.62,-221,84,-203,-573,-103,383,"D"
1322489636,30669,15,236,1.36,3.47,-88.7,3,0.02,0,-0.02,-8,3,27,37,571,-418,73,-24.7,61,18,-3.44,1.14,-1.13,-51,166,9,466,56,487,-124.3116414,-32.10859547,6.316142761,3,0.14,-0.27,-0.26,-10,-30,2,-441,230,292,-171,4.26,-57.5,28,0.22,-2.14,-0.1,74,-183,193,338,-831,132,"A"
1322837824,464317,6,665,114,21.4,-11.5,17,0.08,0.11,-0.21,-23,62,-153,16,606,-325,-126,-39.5,-47,18,0.24,-0.71,0.64,-149,-85,31,72,140,653,-49.24857659,-19.46523119,103.4620508,5,-0.08,0.1,-0.13,-9,-22,40,-521,336,-150,21.5,5.84,-82.3,11,-0.24,1.2,-0.16,-47,100,-22,-115,722,513,"A"
1322673064,778669,19,428,0.41,7.02,-89,5,-0.11,-0.02,0,-16,4,46,46,637,-306,0,0,0,33,1.19,-0.48,0.15,162,36,-273,742,-71,-129,58.92238129,-46.29141075,-77.71641191,31,0.8,0.14,-0.84,-135,168,-212,-457,431,-60,116,65.6,144,30,-0.67,3.24,0.51,-222,61,-183,-665,203,628,"A"
1323095007,204301,13,79,122,26.6,-4.34,19,-0.42,-0.02,-0.49,-40,72,-169,-3,589,-365,124,-24.9,67.3,23,-3.5,1.3,-0.02,147,51,166,351,320,470,-15.19412797,25.90301475,126.8701977,9,0.69,0.05,-0.57,22,-13,82,519,-532,-45,178,57.9,-139,22,0.96,-3.23,-0.77,-136,41,-156,-454,-328,238,"B"
1323095002,828324,13,74,123,26.8,-4.7,21,-0.51,-0.03,-0.46,-49,70,-183,-1,591,-383,40.3,-22.9,-180,8,-1.11,0.24,-0.07,9,23,79,-388,378,450,-10.46303634,19.85772353,134.5684871,9,0.58,0.03,-0.56,17,-9,84,531,-519,-60,131,42.4,142,36,0.87,-3.03,-0.39,-64,317,-143,-670,573,678,"B"
1322837820,476389,6,662,112,24,-15,17,-0.03,0.13,-0.23,-27,59,-158,18,606,-327,-107,-71.8,-38.2,32,0.29,-0.5,0.8,-302,-43,-81,-413,294,502,-55.57683229,-37.82742768,87.10637003,4,-0.06,0.11,-0.07,-14,-20,29,-526,339,-148,9.82,18.6,-107,21,-0.06,0.02,-0.02,-175,99,0,-393,742,543,"A"
1322489610,314715,15,634,1.21,5.84,-87.7,3,0.05,-0.02,-0.05,-14,2,30,59,580,-418,77.2,41.2,91.7,27,-0.14,-0.53,0.34,-168,168,-120,-320,215,627,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-166,-69.4,106,36,-0.19,-0.21,0.33,-49,280,214,-429,956,-363,"A"
1322832797,900316,2,645,121,-43.3,171,18,0.13,0.11,-0.15,46,46,-159,161,610,-304,-57,48.8,-27.6,24,-2.5,0.14,-0.13,-183,-67,128,154,89,652,51.9028091,-29.7480661,-95.67664908,18,0.08,-0.06,-0.02,-52,88,-145,-567,279,17,0,0,0,40,1.08,1.38,0.74,-378,95,-1,-545,-192,308,"A"
1323084303,744335,11,375,1.23,6.09,-92.9,3,-0.03,-0.02,-0.03,-20,6,19,0,602,-302,74.9,4.56,113,30,0.02,-0.05,0.15,-259,105,-92,-251,330,570,-119.1519748,-5.632873609,37.46460945,4,-0.02,0.11,0.11,-2,-33,13,-586,199,9,161,54.7,176,27,-0.1,1.91,0.39,-184,39,-182,-669,118,543,"C"
1322673042,246639,18,407,0.44,5.29,-88,5,0.02,0,0,-17,1,47,43,640,-302,0,0,0,37,0,-0.02,0,-275,157,-179,-410,430,423,55.18050257,-51.17877385,-77.07419587,30,0.34,0.14,-0.36,-142,152,-202,-519,328,54,53.5,-47.1,160,34,-0.02,0,-0.11,238,112,-201,120,561,646,"A"
1322837874,632297,6,707,116,15.6,-5.11,17,0.1,0.11,-0.18,-19,62,-158,28,602,-321,-36.9,-9.77,-36.4,6,-2.18,0.58,0.49,-2,-61,14,606,120,337,-121.841644,-34.57711385,-6.522359577,8,0,0.16,-0.07,-26,-72,-5,-478,400,-74,-55.4,-0.11,145,49,-0.4,2.28,0.07,-368,-309,-13,-336,-466,59,"B"
1323084248,736293,10,331,1.17,6.87,-93.6,3,-0.13,0,-0.02,-20,1,25,-8,605,-310,-144,1.66,-174,34,0,0,-0.02,-288,111,-122,-371,332,516,37.29877218,0,119.7808605,3,0.05,-0.14,-0.33,0,9,23,-545,327,-36,-2.04,42.5,82.8,29,0.13,0.77,0.05,-145,-164,-175,-249,-471,213,"A"
1322837816,52288,5,659,112,27.1,-12.3,17,0.16,0.08,-0.18,-26,65,-156,40,605,-331,176,-66.5,60.9,32,0.27,-0.53,0.79,-298,-40,-76,-417,284,508,-122.7772386,-20.31972605,27.24263737,3,-0.05,0.13,0.03,-6,-28,8,-550,306,-169,-1.68,-3.46,-82,2,0.08,0.1,0.15,12,8,-7,84,595,426,"A"
1323084237,412360,9,17,1.46,7.85,-93.9,3,0.03,0,-0.02,-19,3,22,3,602,-316,-134,15.3,-164,34,0,-0.02,-0.03,-288,112,-121,-372,333,513,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.9,-63.8,-145,36,0.02,-0.02,-0.02,193,205,-213,-9,655,471,"A"
1323084233,688317,9,13,1.33,7.76,-94.2,3,-0.02,0.02,0,-19,4,21,-3,601,-318,-130,19.7,-162,34,0,-0.03,-0.02,-289,111,-124,-370,332,506,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-558,290,-65,26,-63.9,-150,36,0.03,0,0,191,202,-214,-10,655,469,"A"
1323094972,420354,12,49,128,27.9,0.82,21,-0.5,-0.03,-0.48,-42,70,-184,6,567,-397,-0.34,-4.62,-83.6,3,-0.14,-0.19,0.07,-2,-9,24,-414,321,496,-33.92944933,7.839129646,122.1846784,10,0.5,-0.13,-0.2,8,-34,96,481,-563,-21,83.3,-0.58,105,37,-0.29,-0.16,-0.07,162,251,-203,-129,737,631,"A"
1322489687,298769,16,281,-18.5,2.36,-90.1,9,0.03,0.11,0.49,-29,-8,81,7,650,-247,91.4,-41.9,5.42,28,-1.3,-0.16,0.25,147,49,-229,740,-115,-21,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,175,14.8,-17.4,23,-0.88,0.96,0.77,144,-51,171,511,-586,23,"D"
1322489657,642641,16,254,0.42,0.99,-88.6,3,-0.05,0,-0.05,-5,0,31,20,574,-420,83.2,-2.99,73.3,26,2.86,-0.9,-0.03,-144,207,9,97,253,605,22.33986875,91.99121731,59.91406949,20,-0.83,0.05,0.18,158,44,112,227,362,383,-178,12.9,74.3,45,0.06,3.97,1.13,59,410,156,-128,734,-365,"B"
1322837868,536278,6,703,116,16.2,-5.71,18,0.02,0.1,-0.21,-27,63,-160,21,603,-320,-57.2,-22.4,3.72,21,-1.99,0.06,0.71,96,-132,-129,736,-90,-41,91.78282761,30.24464747,55.80378253,12,-0.14,-0.24,0.03,36,96,64,-325,528,-74,-5.07,33.8,-122,32,-0.5,2.42,0.72,-297,90,43,-652,560,621,"B"
1323084318,732316,11,390,1.1,8.33,-93.8,3,0,0,-0.03,-22,5,19,3,604,-313,66.7,-41.3,42.1,10,-2.68,0.72,-0.34,26,48,-86,690,-124,293,35.62294762,48.36239426,95.05468408,1,-0.03,-0.27,-0.05,4,3,7,-538,322,-31,168,47.6,149,41,0.05,-1.25,-0.36,-237,267,-181,-664,401,491,"D"
1322837881,808317,7,715,118,14.1,-1.67,18,0.06,0.1,-0.23,-20,61,-161,27,603,-322,-84.1,-27.5,53.4,40,0.13,-0.48,0.77,119,-193,-324,470,-170,-421,-95.69216759,-52.86486147,28.19939458,6,0.06,0.27,-0.36,-29,-47,16,-466,410,27,24.9,13.8,-75.3,18,-0.92,1.65,0.08,-133,105,42,-271,775,647,"C"
