detergent,,,
sausage,citrus fruit,pip fruit,milk
chicken,other vegetables,milk,cream cheese
yogurt,beer,liquor,chewing gum
milk,yogurt,oil,kimchi
yogurt,kimchi,,
whipped/sour cream,,,
milk,yogurt,hard cheese,rolls/buns
citrus fruit,milk,butter milk,yogurt
milk,,,
citrus fruit,flour,pasta,margarine
pork,other vegetables,milk,soju
beverages,,,
UHT-milk,hygiene articles,cling film/bags,newspapers
beef,milk,frozen vegetables,sweet spreads
other vegetables,,,
milk,yogurt,rolls/buns,kimchi
frankfurter,citrus fruit,tropical fruit,other vegetables
yogurt,rolls/buns,pastry,soda
soju,,,
soju,Samgyeopsal,beer,
other vegetables,yogurt,whipped/sour cream,newspapers
frankfurter,sausage,other vegetables,brown bread
soju,,,
pork,herbs,other vegetables,processed cheese
frankfurter,milk,yogurt,processed cheese
chocolate,specialty bar,,
citrus fruit,tropical fruit,fruit/vegetable juice,
specialty fat,sugar,cat food,
spread cheese,rolls/buns,brown bread,soda
milk,beverages,kimchi,cake bar
milk,pastry,,
milk,pastry,,
hygiene articles,,,
beef,citrus fruit,root vegetables,milk
Samgyeopsal,beef,root vegetables,butter
beef,other vegetables,milk,rolls/buns
pip fruit,milk,yogurt,
other vegetables,rolls/buns,,
Samgyeopsal,yogurt,rolls/buns,artif. sweetener
rolls/buns,specialty chocolate,,
instant coffee,,,
soju,,,
pork,rolls/buns,soda,
pork,beverages,flour,margarine
tropical fruit,berries,root vegetables,milk
milk,cat food,kimchi,napkins
frankfurter,Samgyeopsal,berries,root vegetables
beverages,processed cheese,,
pip fruit,rolls/buns,sugar,sauces
pip fruit,root vegetables,other vegetables,milk
frankfurter,sausage,Samgyeopsal,pip fruit
sausage,pip fruit,kimchi,
bakery product,,,
kimchi,,,
beef,root vegetables,other vegetables,whipped/sour cream
domestic eggs,dish cleaner,hygiene articles,
oil,margarine,kimchi,red/blush wine
Samgyeopsal,tropical fruit,pip fruit,other vegetables
processed cheese,rolls/buns,soda,
sausage,pork,spread cheese,frozen vegetables
citrus fruit,curd,,
frozen vegetables,,,
sausage,rolls/buns,Samgyeopsal,
pastry,candles,,
pork,Samgyeopsal,,
berries,other vegetables,milk,whipped/sour cream
milk,yogurt,whipped/sour cream,sugar
ham,rolls/buns,,
packaged fruit/vegetables,processed cheese,frozen vegetables,kimchi
packaged fruit/vegetables,,,
rolls/buns,soju,,
milk,butter milk,domestic eggs,
milk,,,
sausage,pork,berries,other vegetables
white bread,flour,oil,sugar
rolls/buns,kimchi,,
kimchi,,,
other vegetables,soda,beer,Samgyeopsal
frankfurter,rolls/buns,napkins,
frankfurter,rolls/buns,salt,soju
frankfurter,butter,rolls/buns,semi-finished bread
rolls/buns,pastry,soda,
sausage,coffee,kimchi,
brown bread,kimchi,beer,
UHT-milk,margarine,kimchi,soda
pip fruit,yogurt,,
milk,coffee,,
processed cheese,,,
Samgyeopsal,root vegetables,other vegetables,milk
beef,root vegetables,herbs,curd
milk,brown bread,beer,
Samgyeopsal,citrus fruit,other vegetables,milk
pasta,fruit/vegetable juice,,
tropical fruit,butter,brown bread,
milk,kimchi,,
sausage,,,
rolls/buns,soda,specialty bar,
sliced cheese,rolls/buns,soju,
rolls/buns,fruit/vegetable juice,bakery product,newspapers
sausage,,,
pastry,fruit/vegetable juice,,
rolls/buns,soda,,
pork,beef,milk,condensed milk
other vegetables,UHT-milk,rolls/buns,pastry
domestic eggs,soda,,
ham,beef,citrus fruit,tropical fruit
soda,soju,,
specialty chocolate,,,
pork,,,
other vegetables,,,
onions,milk,butter,frozen fish
tropical fruit,rolls/buns,kimchi,
pip fruit,milk,curd,whipped/sour cream
sausage,Samgyeopsal,tropical fruit,cream cheese
rolls/buns,,,
Samgyeopsal,root vegetables,other vegetables,roll products
citrus fruit,tropical fruit,pip fruit,pastry
milk,yogurt,frozen potato products,brown bread
root vegetables,other vegetables,,
chewing gum,,,
beef,root vegetables,,
rolls/buns,,,
citrus fruit,Samgyeopsal,,
snack products,chocolate,,
sausage,ham,chicken,turkey
mustard,,,
sausage,pork,soda,
frozen meals,frozen fish,chocolate,
sausage,citrus fruit,other vegetables,yogurt
spread cheese,rolls/buns,,
sausage,rolls/buns,soda,
herbs,milk,,
tropical fruit,other vegetables,,
frankfurter,Samgyeopsal,Samgyeopsal,citrus fruit
domestic eggs,margarine,kimchi,
sausage,other vegetables,,
citrus fruit,tropical fruit,other vegetables,milk
pip fruit,root vegetables,butter milk,frozen vegetables
onions,yogurt,flour,sugar
frankfurter,domestic eggs,rolls/buns,
Samgyeopsal,,,
beer,,,
frankfurter,root vegetables,onions,condensed milk
milk,spread cheese,,
soda,hygiene articles,napkins,
beef,herbs,other vegetables,milk
kimchi,chocolate,,
sausage,,,
ice cream,,,
tropical fruit,cat food,kimchi,soda
milk,frozen vegetables,,
yogurt,pastry,soju,red/blush wine
herbs,misc. beverages,Samgyeopsal,
milk,tea,beer,napkins
Samgyeopsal,curd,white bread,
frankfurter,pip fruit,other vegetables,milk
citrus fruit,milk,yogurt,softener
soju,candy,,
chicken,soda,soju,liquor
yogurt,waffles,,
beef,yogurt,spread cheese,margarine
whipped/sour cream,candy,,
pip fruit,root vegetables,milk,whipped/sour cream
frankfurter,milk,rolls/buns,pastry
soda,,,
pip fruit,yogurt,kimchi,soju
citrus fruit,tropical fruit,whipped/sour cream,rolls/buns
milk,,,
root vegetables,onions,other vegetables,milk
sausage,whipped/sour cream,white bread,baking powder
liver loaf,ham,pip fruit,root vegetables
soda,,,
root vegetables,liquor,Samgyeopsal,
other vegetables,cream cheese,white bread,jam
tropical fruit,milk,spread cheese,cat food
butter,oil,cling film/bags,
sausage,pip fruit,hard cheese,rolls/buns
butter,,,
milk,brown bread,chocolate,house keeping products
other vegetables,milk,whipped/sour cream,specialty cheese
milk,yogurt,pastry,soda
white bread,,,
pork,,,
whipped/sour cream,sliced cheese,frozen dessert,hygiene articles
yogurt,frozen fish,ice cream,
butter milk,tea,fruit/vegetable juice,beer
yogurt,whipped/sour cream,hard cheese,ketchup
other vegetables,milk,coffee,
pastry,,,
yogurt,rolls/buns,misc. beverages,
citrus fruit,milk,butter,yogurt
condensed milk,coffee,,
root vegetables,pastry,,
other vegetables,oil,,
citrus fruit,rolls/buns,snack products,
frankfurter,photo/film,,
sausage,,,
other vegetables,,,
herbs,,,
ham,pip fruit,other vegetables,cream cheese
root vegetables,yogurt,beverages,flour
soda,,,
sausage,beef,Samgyeopsal,yogurt
frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice
kimchi,,,
Samgyeopsal,citrus fruit,milk,spread cheese
ham,root vegetables,butter,kimchi
sugar,soju,,
chicken,citrus fruit,tropical fruit,root vegetables
UHT-milk,domestic eggs,sugar,fruit/vegetable juice
beef,yogurt,rolls/buns,cat food
ham,domestic eggs,brown bread,kimchi
rolls/buns,zwieback,chocolate marshmallow,dishes
citrus fruit,yogurt,pastry,salt
citrus fruit,tropical fruit,milk,yogurt
cat food,coffee,,
hard cheese,honey,candy,
frankfurter,other vegetables,milk,yogurt
beer,,,
yogurt,spread cheese,rolls/buns,soda
frankfurter,sausage,chicken,other vegetables
rolls/buns,soda,newspapers,
milk,beverages,kimchi,soda
Samgyeopsal,beef,onions,white wine
curd,napkins,,
beverages,white bread,pastry,newspapers
frankfurter,milk,UHT-milk,hard cheese
sausage,pork,beef,root vegetables
sausage,pip fruit,milk,rolls/buns
Samgyeopsal,other vegetables,,
sausage,tropical fruit,pip fruit,rolls/buns
milk,rolls/buns,pastry,
soju,,,
frankfurter,citrus fruit,tropical fruit,pip fruit
bakery product,,,
pork,butter,hard cheese,cream cheese
pip fruit,other vegetables,milk,butter
beer,,,
pork,tropical fruit,root vegetables,onions
kimchi,white wine,newspapers,
milk,domestic eggs,brown bread,photo/film
curd,dessert,soda,fruit/vegetable juice
tropical fruit,pip fruit,UHT-milk,rolls/buns
pip fruit,other vegetables,milk,yogurt
chicken,beef,tropical fruit,root vegetables
milk,newspapers,,
citrus fruit,other vegetables,yogurt,spread cheese
soju,,,
pip fruit,nuts/prunes,root vegetables,condensed milk
photo/film,,,
root vegetables,other vegetables,frozen vegetables,
frankfurter,tropical fruit,root vegetables,milk
yogurt,white wine,red/blush wine,
UHT-milk,ice cream,domestic eggs,oil
organic sausage,chicken,citrus fruit,grapes
milk,whipped/sour cream,,
Samgyeopsal,root vegetables,milk,newspapers
pork,,,
coffee,,,
soft cheese,hard cheese,kimchi,soda
sausage,other vegetables,yogurt,mayonnaise
sausage,citrus fruit,pip fruit,milk
finished products,misc. beverages,,
milk,frozen meals,rolls/buns,margarine
curd,yogurt,,
coffee,fruit/vegetable juice,,
tropical fruit,herbs,milk,yogurt
soda,,,
milk,curd,brown bread,
beer,,,
oil,,,
Samgyeopsal,tropical fruit,,
yogurt,rolls/buns,Samgyeopsal,soda
pork,citrus fruit,,
frankfurter,pip fruit,root vegetables,other vegetables
sausage,soda,liquor,Samgyeopsal
soju,,,
frankfurter,root vegetables,milk,frozen vegetables
beef,citrus fruit,milk,
yogurt,UHT-milk,rolls/buns,candles
bakery product,,,
other vegetables,butter,yogurt,rolls/buns
pastry,,,
sausage,citrus fruit,milk,yogurt
soju,,,
sausage,citrus fruit,other vegetables,hard cheese
soju,,,
finished products,soda,specialty chocolate,
other vegetables,milk,yogurt,specialty cheese
pork,other vegetables,rolls/buns,
beef,root vegetables,other vegetables,milk
specialty bar,,,
soju,,,
beer,,,
ham,citrus fruit,root vegetables,whipped/sour cream
tropical fruit,milk,,
chicken,sugar,photo/film,
pork,Samgyeopsal,pip fruit,herbs
yogurt,,,
chicken,other vegetables,kimchi,chewing gum
sausage,ham,pip fruit,milk
hard cheese,white bread,brown bread,
bakery product,,,
chicken,,,
frankfurter,beef,citrus fruit,milk
pastry,mustard,beer,
Samgyeopsal,,,
tropical fruit,rolls/buns,pastry,
frozen meals,rolls/buns,beer,
milk,,,
pork,sugar,newspapers,
Samgyeopsal,pip fruit,milk,hard cheese
other vegetables,pastry,candy,napkins
domestic eggs,rolls/buns,,
Samgyeopsal,hard cheese,frozen vegetables,soda
berries,root vegetables,milk,curd
pastry,soda,,
sausage,yogurt,rolls/buns,soda
frozen vegetables,,,
dessert,rolls/buns,sugar,kimchi
pip fruit,milk,domestic eggs,
liver loaf,beef,onions,specialty chocolate
root vegetables,milk,rolls/buns,specialty chocolate
root vegetables,yogurt,pastry,
other vegetables,rolls/buns,soda,
chicken,pip fruit,milk,pastry
rolls/buns,,,
butter milk,soju,,
butter milk,soft cheese,rolls/buns,
onions,other vegetables,specialty cheese,
ham,Samgyeopsal,other vegetables,milk
coffee,,,
chicken,other vegetables,milk,yogurt
milk,curd,dessert,Samgyeopsal
frankfurter,Samgyeopsal,tropical fruit,root vegetables
citrus fruit,pip fruit,milk,curd
tropical fruit,milk,cat food,popcorn
citrus fruit,other vegetables,butter,brown bread
milk,,,
soju,Samgyeopsal,beer,
soju,,,
citrus fruit,rolls/buns,pastry,soda
chicken,onions,other vegetables,milk
soju,,,
sugar,kimchi,white wine,
pork,tropical fruit,milk,curd
rolls/buns,soda,waffles,chewing gum
milk,frozen vegetables,rolls/buns,pastry
rolls/buns,brown bread,fruit/vegetable juice,newspapers
mayonnaise,rolls/buns,,
rolls/buns,,,
pork,frozen vegetables,pastry,misc. beverages
citrus fruit,other vegetables,milk,flour
beverages,,,
napkins,,,
soju,,,
soda,chewing gum,newspapers,photo/film
beer,liquor,dishes,
sausage,pork,beef,Samgyeopsal
sausage,beer,dish cleaner,
rolls/buns,soju,,
tropical fruit,grapes,UHT-milk,pickled vegetables
frankfurter,pork,root vegetables,milk
sausage,citrus fruit,berries,other vegetables
sausage,butter milk,rolls/buns,kimchi
milk,rolls/buns,,
root vegetables,herbs,milk,butter milk
sausage,rolls/buns,brandy,
root vegetables,other vegetables,milk,butter
tropical fruit,candy,,
Samgyeopsal,fruit/vegetable juice,soju,white wine
Samgyeopsal,milk,yogurt,soda
soda,,,
frankfurter,white bread,margarine,Samgyeopsal
other vegetables,,,
milk,fruit/vegetable juice,,
pastry,newspapers,,
soju,salty snack,,
soju,,,
condensed milk,coffee,,
ham,citrus fruit,tropical fruit,milk
cream cheese,,,
pork,root vegetables,onions,other vegetables
pastry,soda,,
citrus fruit,pip fruit,root vegetables,onions
Samgyeopsal,finished products,white bread,bakery product
soda,fruit/vegetable juice,specialty bar,
yogurt,cream cheese,rolls/buns,chocolate
whipped/sour cream,domestic eggs,margarine,
sausage,other vegetables,yogurt,kimchi
soju,,,
root vegetables,other vegetables,photo/film,
pastry,soda,,
rolls/buns,coffee,red/blush wine,chewing gum
rolls/buns,,,
frankfurter,sausage,pip fruit,other vegetables
sausage,yogurt,rolls/buns,pastry
liquor,,,
yogurt,rolls/buns,,
frankfurter,rolls/buns,brown bread,Samgyeopsal
ham,pork,other vegetables,milk
chocolate,,,
beer,newspapers,,
chicken,citrus fruit,tropical fruit,other vegetables
specialty cheese,hygiene articles,newspapers,Samgyeopsal
frankfurter,sausage,citrus fruit,root vegetables
pip fruit,beer,,
soju,Samgyeopsal,beer,
pork,other vegetables,soda,
soju,,,
beef,root vegetables,other vegetables,milk
rolls/buns,pastry,,
dental care,male cosmetics,,
sausage,turkey,beef,citrus fruit
rolls/buns,soda,,
milk,pastry,soda,
beef,tropical fruit,root vegetables,milk
ham,milk,domestic eggs,tea
finished products,chicken,pork,beef
dessert,beverages,ice cream,soda
rolls/buns,kimchi,beer,
sausage,liver loaf,misc. beverages,fruit/vegetable juice
citrus fruit,soda,misc. beverages,soju
milk,frozen vegetables,,
milk,curd,margarine,
sausage,yogurt,cream,
root vegetables,milk,oil,mustard
organic sausage,rolls/buns,,
pork,tropical fruit,other vegetables,coffee
dessert,yogurt,rolls/buns,Samgyeopsal
soju,,,
citrus fruit,root vegetables,other vegetables,whipped/sour cream
Samgyeopsal,root vegetables,frozen vegetables,rolls/buns
citrus fruit,tropical fruit,pip fruit,grapes
other vegetables,,,
soju,,,
rolls/buns,soju,,
ham,other vegetables,condensed milk,domestic eggs
beverages,waffles,,
milk,brown bread,pastry,
soju,,,
frankfurter,sausage,milk,margarine
milk,frozen dessert,margarine,snack products
citrus fruit,,,
frankfurter,pork,herbs,other vegetables
frankfurter,sausage,other vegetables,milk
yogurt,beverages,beer,dishes
whipped/sour cream,condensed milk,domestic eggs,flour
candy,,,
frankfurter,rolls/buns,,
chicken,beef,pip fruit,berries
sausage,rolls/buns,,
brown bread,,,
pip fruit,other vegetables,milk,whipped/sour cream
kimchi,bakery product,,
chicken,UHT-milk,frozen vegetables,ice cream
sausage,tropical fruit,other vegetables,butter
chicken,pork,butter,candles
pork,yogurt,beverages,frozen vegetables
ham,rolls/buns,soda,Samgyeopsal
citrus fruit,root vegetables,domestic eggs,margarine
rolls/buns,pastry,pasta,soda
tropical fruit,nuts/prunes,milk,whipped/sour cream
other vegetables,milk,whipped/sour cream,condensed milk
other vegetables,white bread,newspapers,
photo/film,,,
pork,tropical fruit,root vegetables,whipped/sour cream
pastry,sugar,mustard,chewing gum
frankfurter,,,
rolls/buns,soda,,
berries,cookware,flower (seeds),
photo/film,Samgyeopsal,,
photo/film,,,
milk,butter,curd,frozen vegetables
waffles,,,
sausage,sliced cheese,cream cheese,candy
Samgyeopsal,other vegetables,margarine,sugar
soju,,,
other vegetables,specialty cheese,,
chicken,milk,frozen vegetables,brown bread
ice cream,chewing gum,,
pork,tropical fruit,root vegetables,herbs
citrus fruit,pip fruit,other vegetables,milk
frozen meals,pastry,pasta,
ham,Samgyeopsal,chicken,tropical fruit
Samgyeopsal,hard cheese,pasta,sojus
soda,misc. beverages,sparkling wine,chewing gum
frankfurter,root vegetables,,
soju,,,
frozen meals,soda,Samgyeopsal,
milk,,,
misc. beverages,,,
soju,,,
root vegetables,,,
sausage,onions,,
soju,male cosmetics,,
tropical fruit,onions,spread cheese,coffee
pastry,soda,,
sausage,ham,dessert,
soju,,,
soda,,,
soju,newspapers,,
cat food,waffles,,
sausage,Samgyeopsal,pork,root vegetables
kimchi,soda,,
soda,chocolate,,
rolls/buns,,,
pork,,,
frozen meals,,,
soda,,,
pastry,soda,,
Samgyeopsal,,,
brown bread,kimchi,,
yogurt,,,
beer,,,
pip fruit,milk,rolls/buns,pickled vegetables
Samgyeopsal,other vegetables,frozen vegetables,frozen meals
bakery product,potted plants,,
ham,whipped/sour cream,beverages,domestic eggs
butter,napkins,,
milk,seasonal products,Samgyeopsal,
dessert,,,
photo/film,,,
bags,,,
rolls/buns,brown bread,,
brown bread,kimchi,soda,fruit/vegetable juice
beef,root vegetables,other vegetables,margarine
dessert,soft cheese,rolls/buns,
misc. beverages,,,
sugar,,,
sausage,rolls/buns,soda,chocolate
milk,soju,newspapers,
sausage,finished products,beverages,domestic eggs
soju,,,
citrus fruit,tropical fruit,frozen meals,frozen dessert
sausage,beer,liquor,red/blush wine
milk,newspapers,,
pip fruit,milk,pastry,waffles
frankfurter,beer,,
citrus fruit,milk,,
misc. beverages,,,
frankfurter,beef,brown bread,margarine
chocolate,napkins,,
ham,tropical fruit,pip fruit,grapes
frankfurter,brown bread,beer,
brown bread,,,
rolls/buns,white bread,waffles,
pip fruit,zwieback,salty snack,cake bar
sausage,root vegetables,milk,rolls/buns
root vegetables,milk,rolls/buns,
pork,brown bread,salt,liquor
milk,yogurt,rolls/buns,waffles
beverages,,,
tropical fruit,domestic eggs,newspapers,
specialty chocolate,,,
pastry,,,
cat food,,,
chicken,citrus fruit,root vegetables,other vegetables
beer,liquor,red/blush wine,
whipped/sour cream,candy,,
bakery product,,,
beef,root vegetables,white wine,Samgyeopsal
salty snack,,,
other vegetables,soda,specialty bar,
Samgyeopsal,citrus fruit,root vegetables,milk
fish,rolls/buns,potted plants,
milk,sliced cheese,bakery product,candy
detergent,,,
Samgyeopsal,photo/film,,
milk,dessert,yogurt,sliced cheese
beef,,,
frozen meals,beer,,
pip fruit,yogurt,,
yogurt,frozen vegetables,decalcifier,
rolls/buns,,,
milk,frozen meals,pasta,candy
ham,frozen meals,rolls/buns,soju
frozen meals,,,
ice cream,soju,soju,Samgyeopsal
pork,frozen potato products,rolls/buns,margarine
chewing gum,,,
tropical fruit,root vegetables,other vegetables,butter
milk,pastry,sugar,soda
milk,cereals,,
kimchi,soda,,
sausage,milk,rolls/buns,
milk,napkins,,
milk,,,
milk,specialty bar,,
pork,tropical fruit,white bread,soda
curd,,,
dessert,frozen potato products,specialty chocolate,
waffles,,,
onions,other vegetables,spread cheese,misc. beverages
misc. beverages,soju,,
Samgyeopsal,,,
white wine,,,
frankfurter,curd,semi-finished bread,
white bread,soju,,
pork,beef,other vegetables,curd
other vegetables,milk,,
pork,,,
berries,salt,organic products,cat food
frankfurter,root vegetables,beer,Samgyeopsal
root vegetables,milk,hard cheese,candy
finished products,pip fruit,frozen potato products,soda
kimchi,misc. beverages,beer,
margarine,coffee,instant coffee,soda
soda,Samgyeopsal,,
Samgyeopsal,milk,sojus,soda
root vegetables,onions,other vegetables,milk
root vegetables,onions,other vegetables,curd
soda,,,
soju,,,
frozen fish,,,
beverages,,,
pip fruit,,,
potted plants,,,
pork,milk,,
fruit/vegetable juice,,,
fruit/vegetable juice,,,
fruit/vegetable juice,salty snack,,
tropical fruit,,,
yogurt,misc. beverages,,
soju,,,
soju,,,
cream cheese,rolls/buns,candy,Samgyeopsal
kimchi,,,
sausage,Samgyeopsal,citrus fruit,other vegetables
soda,beer,liquor,red/blush wine
newspapers,,,
milk,beverages,,
potted plants,,,
yogurt,hard cheese,sugar,beer
roll products,misc. beverages,,
soft cheese,,,
frozen meals,,,
ice cream,,,
frankfurter,pork,tropical fruit,milk
Samgyeopsal,turkey,tropical fruit,root vegetables
soda,,,
butter milk,pastry,,
frozen potato products,rolls/buns,oil,kimchi
other vegetables,margarine,coffee,soju
frankfurter,pork,milk,pastry
misc. beverages,salty snack,,
sausage,UHT-milk,,
butter,yogurt,rolls/buns,detergent
frankfurter,pork,beef,Samgyeopsal
kimchi,,,
kitchen towels,,,
other vegetables,milk,kimchi,soda
butter,ice cream,margarine,soda
sausage,milk,domestic eggs,rolls/buns
frankfurter,pork,pip fruit,root vegetables
liver loaf,root vegetables,other vegetables,milk
white wine,,,
frankfurter,tropical fruit,root vegetables,milk
Samgyeopsal,,,
soju,,,
chicken,soda,liquor,white wine
other vegetables,hard cheese,processed cheese,cereals
pip fruit,milk,dessert,butter milk
other vegetables,milk,processed cheese,white bread
yogurt,frozen vegetables,,
root vegetables,milk,rolls/buns,
Samgyeopsal,,,
UHT-milk,kimchi,soda,
milk,dessert,butter milk,
Samgyeopsal,pip fruit,other vegetables,milk
frozen vegetables,beer,,
root vegetables,other vegetables,milk,butter
sausage,other vegetables,milk,butter
milk,rolls/buns,salty snack,chocolate
beef,Samgyeopsal,tropical fruit,root vegetables
sausage,Samgyeopsal,milk,rolls/buns
pork,beef,packaged fruit/vegetables,pastry
beer,,,
salty snack,female sanitary products,,
beer,,,
soda,skin care,,
kimchi,,,
frankfurter,other vegetables,mustard,soda
tropical fruit,other vegetables,milk,yogurt
soju,,,
chicken,citrus fruit,curd,yogurt
citrus fruit,tropical fruit,ice cream,
curd,,,
citrus fruit,tropical fruit,other vegetables,milk
citrus fruit,tropical fruit,brown bread,napkins
other vegetables,soda,beer,
kimchi,soda,waffles,
chicken,root vegetables,onions,other vegetables
waffles,,,
curd,cake bar,,
oil,,,
berries,root vegetables,herbs,other vegetables
frankfurter,Samgyeopsal,milk,cream cheese
pork,beef,frozen vegetables,frozen meals
tropical fruit,root vegetables,milk,rolls/buns
frankfurter,Samgyeopsal,milk,roll products
specialty cheese,chewing gum,,
pork,root vegetables,onions,kimchi
citrus fruit,tropical fruit,root vegetables,other vegetables
beer,white wine,,
other vegetables,butter milk,rolls/buns,oil
frankfurter,beef,pip fruit,milk
soju,,,
citrus fruit,tropical fruit,dessert,condensed milk
other vegetables,white bread,,
citrus fruit,root vegetables,other vegetables,milk
milk,cream cheese,salty snack,candy
soda,fruit/vegetable juice,cake bar,candy
other vegetables,,,
pip fruit,,,
soju,,,
tropical fruit,other vegetables,milk,curd
root vegetables,onions,other vegetables,frozen fruits
other vegetables,milk,yogurt,rolls/buns
root vegetables,other vegetables,yogurt,rolls/buns
kimchi,,,
milk,,,
root vegetables,milk,roll products,
tropical fruit,pip fruit,other vegetables,frozen vegetables
butter,curd,dessert,cream cheese
flower soil/fertilizer,,,
pasta,soda,snack products,cake bar
other vegetables,dessert,candy,abrasive cleaner
other vegetables,curd,yogurt,UHT-milk
beef,,,
root vegetables,,,
milk,frozen vegetables,coffee,
pork,root vegetables,other vegetables,milk
beef,other vegetables,,
specialty bar,,,
salty snack,,,
sausage,ham,grapes,other vegetables
tropical fruit,frozen meals,rolls/buns,beer
soju,,,
pip fruit,grapes,milk,yogurt
turkey,,,
other vegetables,,,
sausage,beef,citrus fruit,tropical fruit
frankfurter,pip fruit,nuts/prunes,onions
citrus fruit,milk,soft cheese,rice
chicken,pork,frozen vegetables,soda
citrus fruit,tropical fruit,other vegetables,milk
flour,sugar,cat food,misc. beverages
baking powder,,,
finished products,tropical fruit,pip fruit,other vegetables
frankfurter,rolls/buns,margarine,soda
chicken,curd,UHT-milk,cream cheese
chicken,other vegetables,milk,domestic eggs
sausage,beef,milk,pastry
beef,other vegetables,margarine,soda
milk,frozen meals,specialty chocolate,
sausage,other vegetables,,
other vegetables,potted plants,,
onions,roll products,,
sausage,root vegetables,onions,herbs
frankfurter,sausage,tropical fruit,oil
zwieback,bakery product,dental care,
chicken,tropical fruit,pip fruit,whipped/sour cream
frankfurter,curd cheese,,
milk,whipped/sour cream,semi-finished bread,baking powder
frozen fish,brandy,,
berries,milk,frozen meals,frozen dessert
chicken,pork,other vegetables,milk
onions,yogurt,ice cream,
beef,root vegetables,herbs,packaged fruit/vegetables
root vegetables,milk,semi-finished bread,cat food
soda,,,
milk,soft cheese,rum,
citrus fruit,butter,dessert,processed cheese
sausage,citrus fruit,milk,UHT-milk
sparkling wine,,,
UHT-milk,cat food,coffee,beer
soda,,,
curd,cat food,soda,
milk,processed cheese,mayonnaise,margarine
frankfurter,pork,tropical fruit,root vegetables
chocolate,,,
other vegetables,processed cheese,tea,
coffee,,,
tropical fruit,other vegetables,butter milk,curd cheese
beef,fish,yogurt,pastry
whipped/sour cream,domestic eggs,kimchi,soda
tropical fruit,pip fruit,other vegetables,butter milk
UHT-milk,soju,,
root vegetables,semi-finished bread,specialty bar,
frankfurter,sausage,butter,dessert
pip fruit,other vegetables,milk,butter milk
pip fruit,soft cheese,tidbits,
whipped/sour cream,,,
soju,,,
oil,,,
white bread,beer,,
soda,specialty bar,,
hygiene articles,,,
beer,,,
dessert,yogurt,brown bread,pastry
cereals,specialty chocolate,potted plants,
soju,,,
frankfurter,soda,Samgyeopsal,
sausage,other vegetables,cream cheese,domestic eggs
UHT-milk,cream cheese,spread cheese,rolls/buns
misc. beverages,specialty chocolate,,
baking powder,,,
kimchi,soda,,
Samgyeopsal,chicken,berries,yogurt
kimchi,beer,,
pork,pip fruit,,
tropical fruit,pip fruit,soda,white wine
citrus fruit,pip fruit,root vegetables,other vegetables
rolls/buns,soda,soju,
Samgyeopsal,specialty bar,,
brown bread,kimchi,specialty bar,
kimchi,,,
frankfurter,UHT-milk,oil,kimchi
pork,citrus fruit,pip fruit,root vegetables
yogurt,hard cheese,rolls/buns,sweet spreads
soda,,,
soju,,,
pastry,,,
citrus fruit,herbs,other vegetables,curd
citrus fruit,,,
sausage,domestic eggs,pastry,kimchi
decalcifier,,,
sausage,ham,Samgyeopsal,butter
beef,chocolate,,
Samgyeopsal,ketchup,,
mayonnaise,white bread,soda,
fruit/vegetable juice,chewing gum,,
finished products,pip fruit,other vegetables,domestic eggs
chicken,other vegetables,beer,soju
milk,dessert,soda,beer
ham,root vegetables,other vegetables,dessert
liquor,,,
soju,,,
dog food,cling film/bags,,
citrus fruit,tropical fruit,yogurt,UHT-milk
tropical fruit,dessert,yogurt,domestic eggs
beef,citrus fruit,root vegetables,kimchi
photo/film,,,
chicken,butter,UHT-milk,spread cheese
sausage,rolls/buns,misc. beverages,fruit/vegetable juice
milk,,,
Samgyeopsal,other vegetables,white bread,newspapers
milk,rolls/buns,specialty chocolate,candy
beef,root vegetables,milk,butter
ham,Samgyeopsal,berries,other vegetables
sausage,Samgyeopsal,other vegetables,frozen vegetables
sausage,brown bread,roll products,coffee
ham,other vegetables,yogurt,domestic eggs
pork,other vegetables,rolls/buns,soju
soju,specialty bar,,
chicken,kimchi,liquor,
beef,Samgyeopsal,tropical fruit,pip fruit
yogurt,condensed milk,pet care,house keeping products
tropical fruit,milk,margarine,sugar
chicken,root vegetables,rolls/buns,margarine
flower soil/fertilizer,,,
other vegetables,milk,waffles,
frozen vegetables,domestic eggs,pastry,
margarine,,,
Samgyeopsal,,,
Samgyeopsal,newspapers,,
pip fruit,soju,white wine,
ham,citrus fruit,tropical fruit,pip fruit
beef,milk,margarine,salty snack
other vegetables,kimchi,beer,waffles
ham,tropical fruit,beverages,hard cheese
yogurt,frozen vegetables,napkins,newspapers
other vegetables,frozen fish,vinegar,
milk,domestic eggs,cling film/bags,
root vegetables,UHT-milk,rolls/buns,brown bread
frankfurter,liver loaf,pip fruit,milk
beer,,,
Samgyeopsal,pip fruit,root vegetables,other vegetables
sausage,packaged fruit/vegetables,milk,brown bread
chicken,beef,root vegetables,brown bread
dishes,,,
pork,root vegetables,sliced cheese,specialty chocolate
frankfurter,chicken,pork,citrus fruit
napkins,,,
root vegetables,UHT-milk,soda,
chicken,beef,root vegetables,milk
frankfurter,rolls/buns,,
soju,,,
soju,,,
sausage,ham,grapes,other vegetables
frankfurter,sausage,pork,sliced cheese
kimchi,,,
other vegetables,milk,yogurt,ice cream
